40.00009918, 1.042
40.01543614, 2.083
40.03077310, 2.083
40.04611006, 2.292
40.06144702, 2.187
40.07678398, 0.833
40.09212094, 1.771
40.10745790, 1.458
40.12279486, 1.771
40.13813182, 1.562
40.15346878, 1.354
40.16880574, 1.875
40.18414270, 1.250
40.19947966, 1.042
40.21481662, 2.083
40.23015358, 1.771
40.24549054, 1.771
40.26082750, 0.937
40.27616446, 2.187
40.29150141, 1.354
40.30683837, 1.354
40.32217533, 0.729
40.33751229, 1.875
40.35284925, 1.875
40.36818621, 1.354
40.38352317, 0.937
40.39886013, 1.771
40.41419709, 1.250
40.42953405, 0.937
40.44487101, 1.458
40.46020797, 2.292
40.47554493, 1.771
40.49088189, 2.187
40.50621885, 0.937
40.52155581, 1.042
40.53689277, 0.937
40.55222973, 1.875
40.56756669, 1.875
40.58290365, 2.083
40.59824061, 0.937
40.61357757, 0.937
40.62891453, 0.833
40.64425149, 2.083
40.65958845, 1.979
40.67492541, 1.667
40.69026237, 1.667
40.70559932, 1.875
40.72093628, 1.042
40.73627324, 1.250
40.75161020, 1.354
40.76694716, 1.458
40.78228412, 1.354
40.79762108, 1.458
40.81295804, 1.458
40.82829500, 1.562
40.84363196, 1.146
40.85896892, 1.354
40.87430588, 1.146
40.88964284, 1.042
40.90497980, 1.562
40.92031676, 2.292
40.93565372, 1.250
40.95099068, 2.083
40.96632764, 1.354
40.98166460, 1.771
40.99700156, 1.875
41.01233852, 2.292
41.02767548, 1.146
41.04301244, 1.875
41.05834940, 2.083
41.07368636, 1.458
41.08902332, 1.250
41.10436027, 1.667
41.11969723, 1.042
41.13503419, 1.562
41.15037115, 1.146
41.16570811, 0.937
41.18104507, 1.250
41.19638203, 1.771
41.21171899, 1.458
41.22705595, 1.354
41.24239291, 0.937
41.25772987, 1.250
41.27306683, 2.187
41.28840379, 1.458
41.30374075, 1.458
41.31907771, 2.708
41.33441467, 2.917
41.34975163, 1.562
41.36508859, 2.187
41.38042555, 1.354
41.39576251, 1.250
41.41109947, 1.458
41.42643643, 1.771
41.44177339, 0.625
41.45711035, 1.875
41.47244731, 2.292
41.48778427, 2.083
41.50312123, 2.396
41.51845818, 1.771
41.53379514, 1.042
41.54913210, 1.042
41.56446906, 1.250
41.57980602, 0.937
41.59514298, 1.979
41.61047994, 1.979
41.62581690, 1.354
41.64115386, 1.042
41.65649082, 1.354
41.67182778, 2.396
41.68716474, 1.562
41.70250170, 1.458
41.71783866, 0.937
41.73317562, 1.146
41.74851258, 1.667
41.76384954, 1.042
41.77918650, 2.187
41.79452346, 1.458
41.80986042, 1.146
41.82519738, 2.083
41.84053434, 1.771
41.85587130, 0.937
41.87120826, 1.667
41.88654522, 1.979
41.90188218, 0.729
41.91721913, 2.083
41.93255609, 1.354
41.94789305, 1.250
41.96323001, 1.458
41.97856697, 1.354
41.99390393, 2.187
42.00924089, 1.458
42.02457785, 1.042
42.03991481, 1.562
42.05525177, 1.354
42.07058873, 0.833
42.08592569, 1.771
42.10126265, 2.187
42.11659961, 0.729
42.13193657, 1.562
42.14727353, 1.250
42.16261049, 1.250
42.17794745, 0.833
42.19328441, 0.937
42.20862137, 1.667
42.22395833, 1.667
42.23929529, 1.458
42.25463225, 2.500
42.26996921, 1.458
42.28530617, 0.937
42.30064313, 2.396
42.31598009, 0.521
42.33131704, 1.667
42.34665400, 0.937
42.36199096, 1.042
42.37732792, 1.667
42.39266488, 1.458
42.40800184, 1.146
42.42333880, 1.042
42.43867576, 1.667
42.45401272, 1.771
42.46934968, 1.354
42.48468664, 1.771
42.50002360, 1.354
42.51536056, 1.354
42.53069752, 1.875
42.54603448, 1.354
42.56137144, 1.979
42.57670840, 0.833
42.59204536, 2.396
42.60738232, 1.458
42.62271928, 0.937
42.63805624, 1.875
42.65339320, 1.875
42.66873016, 1.979
42.68406712, 1.458
42.69940408, 0.521
42.71474104, 1.562
42.73007799, 1.146
42.74541495, 1.042
42.76075191, 1.771
42.77608887, 1.562
42.79142583, 0.521
42.80676279, 0.937
42.82209975, 1.458
42.83743671, 1.979
42.85277367, 1.875
42.86811063, 0.937
42.88344759, 2.292
42.89878455, 2.083
42.91412151, 1.354
42.92945847, 1.042
42.94479543, 1.146
42.96013239, 1.042
42.97546935, 1.771
42.99080631, 1.042
43.00614327, 2.396
43.02148023, 0.833
43.03681719, 1.979
43.05215415, 1.458
43.06749111, 0.937
43.08282807, 1.771
43.09816503, 1.875
43.11350199, 0.833
43.12883895, 1.562
43.14417590, 1.042
43.15951286, 2.292
43.17484982, 1.042
43.19018678, 1.354
43.20552374, 2.187
43.22086070, 1.875
43.23619766, 1.875
43.25153462, 2.292
43.26687158, 1.562
43.28220854, 1.250
43.29754550, 2.292
43.31288246, 1.667
43.32821942, 1.771
43.34355638, 1.354
43.35889334, 1.458
43.37423030, 1.562
43.38956726, 1.458
43.40490422, 1.771
43.42024118, 1.250
43.43557814, 0.833
43.45091510, 1.562
43.46625206, 1.875
43.48158902, 1.250
43.49692598, 1.250
43.51226294, 2.292
43.52759990, 1.562
43.54293685, 2.083
43.55827381, 1.146
43.57361077, 2.604
43.58894773, 1.562
43.60428469, 1.146
43.61962165, 1.250
43.63495861, 1.458
43.65029557, 1.458
43.66563253, 1.146
43.68096949, 1.562
43.69630645, 1.667
43.71164341, 1.042
43.72698037, 2.396
43.74231733, 1.354
43.75765429, 1.458
43.77299125, 1.979
43.78832821, 1.562
43.80366517, 1.875
43.81900213, 1.250
43.83433909, 1.458
43.84967605, 1.771
43.86501301, 2.187
43.88034997, 2.083
43.89568693, 1.250
43.91102389, 0.729
43.92636085, 1.667
43.94169781, 1.562
43.95703476, 1.562
43.97237172, 2.083
43.98770868, 2.083
44.00304564, 0.937
44.01838260, 1.354
44.03371956, 1.146
44.04905652, 1.562
44.06439348, 1.354
44.07973044, 0.729
44.09506740, 1.667
44.11040436, 1.146
44.12574132, 1.250
44.14107828, 1.042
44.15641524, 1.875
44.17175220, 1.458
44.18708916, 1.979
44.20242612, 0.729
44.21776308, 2.292
44.23310004, 1.250
44.24843700, 1.458
44.26377396, 1.354
44.27911092, 2.396
44.29444788, 0.833
44.30978484, 1.771
44.32512180, 1.250
44.34045876, 0.937
44.35579572, 1.146
44.37113267, 1.250
44.38646963, 1.250
44.40180659, 2.604
44.41714355, 1.667
44.43248051, 0.937
44.44781747, 1.458
44.46315443, 1.458
44.47849139, 1.250
44.49382835, 1.250
44.50916531, 1.562
44.52450227, 0.729
44.53983923, 1.354
44.55517619, 1.771
44.57051315, 1.354
44.58585011, 1.667
44.60118707, 1.250
44.61652403, 1.250
44.63186099, 1.875
44.64719795, 2.396
44.66253491, 1.562
44.67787187, 1.354
44.69320883, 1.354
44.70854579, 1.146
44.72388275, 1.979
44.73921971, 1.458
44.75455667, 1.562
44.76989362, 1.667
44.78523058, 0.833
44.80056754, 1.458
44.81590450, 1.979
44.83124146, 1.667
44.84657842, 2.396
44.86191538, 1.458
44.87725234, 1.667
44.89258930, 1.562
44.90792626, 0.729
44.92326322, 1.771
44.93860018, 1.771
44.95393714, 1.667
44.96927410, 1.562
44.98461106, 1.250
44.99994802, 2.396
45.01528498, 1.250
45.03062194, 1.562
